_id,status,deviceType,gpuModel,alternative,name,error,initTime,cpu.max,cpu.min,cpu.avg,fps.max,fps.min,fps.avg,heap.max,heap.min,heap.avg,vertexTotal,trianglesTotal
624d929ac46c67540b56e047,success,desktop,nvidia geforce rtx 2070 super,wasm-opengl,Large Object Rendering,null,746,1,0,1,240,234,240,82.06996155,56.49574184,71.13894237,240048,80016
624d949bc46c67540b56e048,success,desktop,adreno 630,wasm-opengl,Multiple Objects Rendering,null,813,26,4,22,60,24,44,9.53674316,9.53674316,9.53674316,94752,31584
624d94c401d1d6264d1db318,success,desktop,adreno 630,wasm-opengl,Large Object Rendering,null,5300,1,1,1,60,46,56,9.53674316,9.53674316,9.53674316,240048,80016
624d9514c46c67540b56e049,success,desktop,adreno 630,webgl,Multiple Objects Rendering,null,123,26,6,23,60,15,30,9.53674316,9.53674316,9.53674316,64116,21372
624d953901d1d6264d1db319,success,desktop,adreno 630,webgl,Large Object Rendering,null,2194,1,1,1,60,48,55,9.53674316,9.53674316,9.53674316,240048,80016
624d954f01d1d6264d1db31a,error,desktop,adreno 630,webgpu,Multiple Objects Rendering,"Cannot read properties of null (reading 'requestDevice')",null,,,,,,,,,,null,null
624d955201d1d6264d1db31b,error,desktop,adreno 630,webgpu,Large Object Rendering,"Cannot read properties of null (reading 'requestDevice')",null,,,,,,,,,,null,null
624da0fdc46c67540b56e04a,error,desktop,apple gpu (Apple GPU),webgpu,Multiple Objects Rendering,WebGPU not supported,null,,,,,,,,,,null,null
624da374c46c67540b56e04b,success,desktop,apple gpu (Apple GPU),wasm-opengl,Large Object Rendering,null,11147,1,0,0,60,60,60,0,0,0,240048,80016
624da3b8c46c67540b56e04c,success,desktop,apple gpu (Apple GPU),wasm-opengl,Multiple Objects Rendering,null,669,17,1,12,60,36,54,0,0,0,114948,38316
624da3c201d1d6264d1db31c,error,desktop,apple gpu (Apple GPU),webgpu,Large Object Rendering,WebGPU not supported,null,,,,,,,,,,null,null
624da3c501d1d6264d1db31d,error,desktop,apple gpu (Apple GPU),webgpu,Multiple Objects Rendering,WebGPU not supported,null,,,,,,,,,,null,null
624da407c46c67540b56e04d,success,desktop,apple gpu (Apple GPU),webgl,Multiple Objects Rendering,null,303,18,1,14,60,29,49,0,0,0,105228,35076
624da42ac46c67540b56e04e,success,desktop,apple gpu (Apple GPU),webgl,Large Object Rendering,null,4105,0,0,0,61,60,60,0,0,0,240048,80016
625297a401d1d6264d1db31e,success,desktop,intel uhd graphics 620,wasm-opengl,Multiple Objects Rendering,null,591,26,0,16,60,1,49,28.51011181,14.97342491,19.21152739,85176,28392
625297cd01d1d6264d1db31f,success,desktop,intel uhd graphics 620,wasm-opengl,Large Object Rendering,null,3963,0,0,0,60,0,56,69.42704773,64.43551826,68.85686992,240048,80016
62529816c46c67540b56e04f,success,desktop,intel uhd graphics 620,webgpu,Multiple Objects Rendering,null,2591,22,3,17,60,29,46,43.62982082,14.82378483,27.85131593,98748,32916
62529834c46c67540b56e050,success,desktop,intel uhd graphics 620,webgpu,Large Object Rendering,null,2540,1,0,1,60,0,57,116.40015411,112.57654762,115.03979901,240048,80016
6252987801d1d6264d1db320,success,desktop,intel uhd graphics 620,webgl,Multiple Objects Rendering,null,62,27,3,23,60,22,38,42.31981277,13.16697216,25.6684951,80856,26952
6252989d01d1d6264d1db321,success,desktop,intel uhd graphics 620,webgl,Large Object Rendering,null,2232,1,0,0,60,60,60,115.31352806,113.69920063,114.49446235,240048,80016
62529cd3c46c67540b56e051,success,desktop,intel uhd,wasm-opengl,Large Object Rendering,null,725,1,0,1,240,87,226,65.30038929,63.17481232,64.35228667,240048,80016
62529d13c46c67540b56e052,success,desktop,intel uhd,wasm-opengl,Multiple Objects Rendering,null,69,26,3,20,240,32,71,39.93889618,11.41114426,24.7269005,151488,50496
62529d5501d1d6264d1db322,success,desktop,intel uhd,webgpu,Multiple Objects Rendering,null,125,14,4,12,210,21,50,44.23260403,13.77725887,25.58732153,106092,35364
62529d6e01d1d6264d1db323,success,desktop,intel uhd,webgpu,Large Object Rendering,null,1273,2,0,1,240,1,224,118.49085712,107.78734303,113.53595538,240048,80016
62529daf01d1d6264d1db324,success,desktop,intel uhd,webgl,Multiple Objects Rendering,null,33,26,8,24,238,25,57,46.69318199,13.67472649,28.85821507,122724,40908
62529dc701d1d6264d1db325,success,desktop,intel uhd,webgl,Large Object Rendering,null,1010,1,0,1,240,185,237,102.41150093,98.06377888,100.48971663,240048,80016
6253e25ec46c67540b56e053,success,desktop,nvidia geforce rtx 2080,wasm-opengl,Multiple Objects Rendering,null,476,25,1,19,144,3,106,24.97222996,7.96003342,13.53969785,170532,56844
6253e27ac46c67540b56e054,success,desktop,nvidia geforce rtx 2080,wasm-opengl,Large Object Rendering,null,1325,1,0,0,144,34,137,60.0975399,56.95571709,58.57325292,240048,80016
